event_id,customer_id,session_id,event_type,page_url,event_timestamp,device_type
778,279,S8628,page_view,/product/301,2025-07-15 22:28:34,Tablet
779,377,S8776,product_view,/product/382,2025-11-18 12:21:26,Mobile
780,131,S7666,product_view,/product/94,2025-10-11 05:43:42,Desktop
781,192,S2280,checkout,/product/432,2025-06-09 20:01:22,Mobile
782,407,S3361,product_view,/product/149,2025-09-24 11:59:09,Desktop
783,136,S4505,product_view,/product/215,2025-08-04 01:13:11,Desktop
784,56,S9742,page_view,/product/19,2026-03-27 06:32:38,Desktop
785,157,S7268,checkout,/product/51,2026-02-08 17:24:23,Tablet
786,196,S4524,page_view,/product/244,2025-12-30 16:32:28,Desktop
787,77,S9948,checkout,/product/230,2025-10-29 14:53:41,Tablet
788,335,S3782,page_view,/product/479,2026-03-15 18:38:08,Desktop
789,399,S1575,page_view,/product/305,2025-10-31 06:05:25,Mobile
790,400,S4873,checkout,/product/458,2025-12-21 11:05:28,Mobile
791,370,S3220,page_view,/product/293,2026-03-16 22:43:01,Mobile
792,101,S7705,page_view,/product/6,2025-09-25 01:50:33,Mobile
793,239,S8795,add_to_cart,/product/16,2025-12-12 15:39:29,Desktop
794,50,S9108,product_view,/product/70,2026-02-08 18:05:22,Mobile
795,490,S1201,page_view,/product/409,2025-08-14 21:25:03,Mobile
796,111,S8560,page_view,/product/98,2025-07-21 09:34:23,Desktop
797,336,S8396,product_view,/product/83,2026-01-27 12:17:36,Desktop
798,56,S4345,checkout,/product/290,2026-01-30 05:28:21,Desktop
799,381,S9344,checkout,/product/453,2025-06-14 10:19:41,Desktop
800,336,S7387,checkout,/product/73,2026-02-26 07:42:00,Desktop
801,62,S1408,add_to_cart,/product/162,2026-05-11 16:34:26,Tablet
802,397,S5576,checkout,/product/406,2026-02-15 15:46:15,Desktop
803,254,S2817,product_view,/product/281,2025-12-24 04:07:20,Desktop
804,243,S1103,checkout,/product/132,2026-04-05 03:21:29,Mobile
805,126,S7669,page_view,/product/75,2025-11-20 04:01:22,Desktop
806,389,S5940,add_to_cart,/product/439,2025-06-28 13:51:57,Desktop
807,95,S6907,product_view,/product/48,2025-12-31 03:39:36,Tablet
808,204,S1252,product_view,/product/176,2026-01-01 16:07:33,Desktop
809,110,S5421,page_view,/product/73,2025-11-10 22:55:08,Tablet
810,468,S1278,add_to_cart,/product/157,2025-09-18 13:02:36,Tablet
811,422,S8308,checkout,/product/453,2025-12-16 18:05:31,Desktop
812,193,S1370,product_view,/product/346,2025-06-22 02:30:00,Desktop
813,216,S6785,add_to_cart,/product/49,2026-03-30 10:06:35,Desktop
814,473,S3138,checkout,/product/210,2025-11-04 02:00:56,Desktop
815,334,S8628,add_to_cart,/product/369,2025-07-22 14:21:37,Tablet
816,13,S3194,add_to_cart,/product/486,2025-09-11 19:24:02,Mobile
817,424,S6883,add_to_cart,/product/58,2025-10-19 18:34:16,Mobile
818,19,S3153,page_view,/product/55,2025-06-11 05:05:23,Tablet
819,342,S2809,add_to_cart,/product/490,2026-01-02 12:28:46,Tablet
820,298,S2489,product_view,/product/413,2025-06-26 09:52:23,Mobile
821,277,S7629,add_to_cart,/product/376,2026-02-05 09:42:13,Tablet
822,411,S9779,checkout,/product/131,2026-03-27 07:57:05,Mobile
823,285,S8011,checkout,/product/65,2026-01-01 19:12:03,Desktop
824,238,S7215,page_view,/product/465,2026-03-10 17:44:27,Desktop
825,257,S9610,add_to_cart,/product/160,2026-03-29 14:00:07,Mobile
826,133,S1387,product_view,/product/225,2025-10-09 08:00:22,Tablet
827,286,S2451,page_view,/product/293,2025-09-19 07:57:56,Desktop
828,252,S5777,product_view,/product/44,2025-11-23 03:27:51,Mobile
829,154,S1714,page_view,/product/207,2026-01-20 16:02:02,Tablet
830,378,S9668,product_view,/product/202,2026-01-26 13:28:52,Tablet
831,493,S3094,product_view,/product/403,2025-06-08 01:21:20,Mobile
832,118,S5564,add_to_cart,/product/262,2025-06-19 08:07:42,Mobile
833,139,S8357,page_view,/product/259,2025-08-07 16:35:18,Desktop
834,61,S4670,checkout,/product/164,2026-03-28 11:36:17,Mobile
835,222,S4071,product_view,/product/366,2025-07-08 03:05:51,Desktop
836,87,S2080,product_view,/product/103,2026-04-24 18:10:35,Tablet
837,373,S9055,product_view,/product/444,2025-12-26 17:26:55,Desktop
838,184,S6387,page_view,/product/450,2026-04-30 23:15:21,Desktop
839,390,S4568,page_view,/product/32,2026-03-04 09:18:09,Desktop
840,10,S9987,checkout,/product/128,2026-01-17 05:29:14,Mobile
841,381,S7607,checkout,/product/123,2026-03-25 16:32:59,Tablet
842,57,S1079,page_view,/product/265,2025-05-15 06:01:04,Tablet
843,293,S2474,page_view,/product/130,2026-03-05 04:46:31,Desktop
844,208,S1043,page_view,/product/297,2025-07-11 03:52:44,Desktop
845,197,S3494,product_view,/product/72,2026-01-26 20:09:38,Tablet
846,254,S4302,checkout,/product/380,2025-07-12 03:05:51,Tablet
847,345,S9715,checkout,/product/379,2025-11-07 02:19:38,Tablet
848,317,S1732,checkout,/product/5,2025-12-07 11:57:46,Tablet
849,408,S6518,add_to_cart,/product/279,2025-09-05 09:18:25,Desktop
850,483,S9972,checkout,/product/246,2025-10-13 15:12:05,Mobile
851,199,S5013,page_view,/product/26,2026-01-09 05:50:53,Desktop
852,472,S9438,add_to_cart,/product/351,2025-12-25 15:00:39,Desktop
853,128,S8119,page_view,/product/456,2025-11-04 20:07:51,Desktop
854,371,S5002,checkout,/product/43,2025-07-30 04:02:41,Desktop
855,268,S2395,add_to_cart,/product/48,2025-08-03 01:12:19,Tablet
856,310,S7051,add_to_cart,/product/169,2026-02-03 20:29:47,Tablet
857,73,S6063,product_view,/product/499,2026-04-20 22:29:48,Desktop
858,97,S5256,page_view,/product/36,2025-09-15 03:12:15,Mobile
859,105,S6307,product_view,/product/143,2025-09-08 14:02:07,Mobile
860,211,S1491,checkout,/product/165,2025-12-22 15:39:39,Mobile
861,484,S5102,add_to_cart,/product/298,2026-03-19 16:08:49,Tablet
862,140,S7626,checkout,/product/227,2026-05-04 19:58:49,Desktop
863,367,S1879,page_view,/product/30,2026-02-03 02:14:52,Tablet
864,71,S5374,page_view,/product/415,2025-09-10 10:54:45,Desktop
865,362,S9832,page_view,/product/353,2026-05-06 21:21:19,Tablet
866,78,S3257,product_view,/product/263,2026-05-13 22:45:26,Mobile
867,306,S5734,page_view,/product/77,2025-10-31 00:14:57,Mobile
868,73,S1551,add_to_cart,/product/257,2026-02-17 22:35:55,Desktop
869,255,S5293,add_to_cart,/product/464,2026-05-05 13:49:00,Desktop
870,240,S4725,add_to_cart,/product/327,2025-09-25 21:04:42,Desktop
871,211,S6104,product_view,/product/487,2025-06-18 20:31:07,Desktop
872,177,S8445,page_view,/product/5,2025-12-27 11:42:31,Mobile
873,45,S3612,page_view,/product/396,2025-05-18 07:58:35,Tablet
874,487,S3285,add_to_cart,/product/55,2026-01-07 15:48:23,Tablet
875,60,S7859,page_view,/product/322,2025-11-29 09:47:42,Desktop
876,403,S6363,add_to_cart,/product/290,2025-10-19 03:41:33,Desktop
877,147,S7513,page_view,/product/453,2026-04-09 08:50:48,Desktop
878,32,S8612,product_view,/product/113,2025-07-03 17:12:17,Desktop
879,136,S7987,checkout,/product/13,2026-04-11 06:13:26,Desktop
880,44,S3093,product_view,/product/268,2025-09-06 10:17:58,Desktop
881,235,S2419,page_view,/product/46,2025-06-08 10:00:29,Tablet
882,451,S3879,product_view,/product/463,2025-10-05 13:42:23,Desktop
883,291,S7999,page_view,/product/180,2026-04-30 02:56:02,Desktop
884,65,S1481,add_to_cart,/product/485,2025-12-14 08:16:47,Tablet
885,367,S7131,page_view,/product/255,2025-06-04 19:28:55,Tablet
886,220,S8130,add_to_cart,/product/115,2025-05-15 12:09:35,Tablet
887,468,S5236,add_to_cart,/product/196,2026-02-12 08:02:07,Tablet
888,24,S6004,product_view,/product/458,2025-12-18 16:09:36,Desktop
889,226,S7864,product_view,/product/437,2026-03-29 22:16:29,Tablet
890,154,S7272,page_view,/product/55,2025-10-01 16:42:08,Tablet
891,46,S6454,product_view,/product/4,2025-06-26 18:45:43,Mobile
892,256,S4358,add_to_cart,/product/252,2026-04-14 15:42:41,Desktop
893,133,S4848,add_to_cart,/product/286,2025-09-01 18:40:49,Mobile
894,43,S9047,checkout,/product/274,2026-04-16 09:01:07,Desktop
895,84,S6207,page_view,/product/384,2025-05-27 06:57:45,Tablet
896,65,S8517,product_view,/product/202,2025-08-14 12:54:22,Mobile
897,2,S9345,checkout,/product/434,2025-10-29 20:10:47,Mobile
898,361,S7347,add_to_cart,/product/478,2026-02-11 21:28:55,Tablet
899,401,S7556,product_view,/product/439,2025-12-30 09:01:32,Desktop
900,142,S2254,checkout,/product/453,2025-10-15 07:08:48,Mobile
901,437,S9942,checkout,/product/262,2026-01-12 23:43:09,Mobile
902,405,S5807,checkout,/product/240,2025-09-15 17:27:40,Desktop
903,340,S3615,page_view,/product/328,2026-02-15 14:30:39,Desktop
904,186,S1246,page_view,/product/212,2025-10-10 20:09:27,Desktop
905,413,S9360,add_to_cart,/product/257,2025-10-19 20:47:54,Tablet
906,248,S5937,product_view,/product/65,2025-10-10 08:44:37,Desktop
907,161,S5454,product_view,/product/158,2025-10-31 04:33:53,Desktop
908,158,S7869,checkout,/product/281,2025-12-12 21:10:30,Desktop
909,486,S2809,product_view,/product/45,2025-08-05 04:58:34,Mobile
910,405,S8091,add_to_cart,/product/310,2026-01-27 11:07:52,Tablet
911,385,S6837,product_view,/product/183,2025-07-21 12:35:56,Mobile
912,295,S3819,page_view,/product/497,2025-11-15 14:25:19,Mobile
913,338,S5528,add_to_cart,/product/330,2025-07-08 04:30:55,Desktop
914,393,S3027,page_view,/product/344,2025-07-27 06:42:03,Tablet
915,314,S9078,product_view,/product/280,2025-12-16 21:12:14,Tablet
916,42,S9703,product_view,/product/238,2025-10-11 12:59:07,Desktop
917,2,S8029,product_view,/product/158,2026-04-07 16:40:59,Desktop
918,173,S5710,product_view,/product/371,2026-05-09 05:05:48,Desktop
919,271,S9467,add_to_cart,/product/301,2025-10-02 02:25:34,Mobile
920,275,S1380,checkout,/product/208,2026-04-06 09:19:09,Mobile
921,444,S1299,add_to_cart,/product/434,2025-10-24 05:12:59,Desktop
922,419,S2650,page_view,/product/94,2025-07-14 02:10:30,Desktop
923,83,S7079,add_to_cart,/product/101,2025-09-04 05:02:35,Tablet
924,384,S5570,page_view,/product/411,2026-04-19 02:47:09,Tablet
925,96,S5049,page_view,/product/61,2026-01-30 09:46:05,Tablet
926,206,S1834,add_to_cart,/product/313,2025-07-02 22:30:09,Tablet
927,487,S9648,checkout,/product/3,2025-07-06 07:51:22,Desktop
928,255,S3331,page_view,/product/366,2025-05-19 16:26:42,Tablet
929,329,S9277,checkout,/product/28,2025-06-12 01:01:15,Desktop
930,104,S3673,page_view,/product/358,2026-01-21 23:43:31,Desktop
931,54,S8319,page_view,/product/42,2025-05-21 06:42:25,Desktop
932,414,S5522,page_view,/product/481,2025-07-10 02:26:19,Desktop
933,108,S5879,checkout,/product/417,2026-02-19 07:40:07,Desktop
934,124,S2752,checkout,/product/383,2026-04-23 20:03:36,Desktop
935,302,S8645,checkout,/product/24,2025-11-20 04:41:05,Tablet
936,54,S7356,product_view,/product/390,2026-01-25 16:37:15,Mobile
937,351,S1834,add_to_cart,/product/51,2025-10-31 18:57:57,Tablet
938,332,S5667,checkout,/product/421,2025-07-06 21:49:17,Tablet
939,169,S6974,page_view,/product/322,2025-06-17 01:25:12,Desktop
940,40,S4375,checkout,/product/175,2025-07-07 11:17:07,Desktop
941,173,S9685,product_view,/product/362,2026-01-19 14:26:14,Desktop
942,12,S8742,product_view,/product/286,2026-03-24 04:13:12,Tablet
943,347,S8268,page_view,/product/242,2025-10-23 16:21:12,Desktop
944,400,S8667,page_view,/product/367,2026-04-14 05:30:16,Desktop
945,240,S2834,checkout,/product/55,2025-11-08 06:47:41,Mobile
946,15,S9388,page_view,/product/399,2026-04-27 05:05:31,Tablet
947,241,S3533,product_view,/product/458,2026-03-17 13:38:44,Desktop
948,347,S7294,add_to_cart,/product/247,2026-02-09 05:48:32,Mobile
949,397,S2976,product_view,/product/249,2026-01-04 21:59:27,Mobile
950,429,S4714,page_view,/product/230,2026-05-11 11:25:36,Mobile
951,287,S2737,page_view,/product/94,2025-10-27 12:09:00,Mobile
952,281,S1244,add_to_cart,/product/402,2026-01-12 05:23:47,Mobile
953,239,S9200,page_view,/product/8,2025-07-24 00:07:57,Desktop
954,334,S5208,add_to_cart,/product/100,2025-11-07 15:33:43,Desktop
955,110,S7475,product_view,/product/84,2025-11-29 00:23:27,Desktop
956,201,S1623,checkout,/product/309,2025-10-26 21:25:41,Tablet
957,391,S7265,add_to_cart,/product/434,2025-12-15 13:46:44,Mobile
958,133,S7527,checkout,/product/11,2026-03-29 15:55:09,Mobile
959,411,S8249,add_to_cart,/product/34,2025-11-05 23:01:49,Mobile
960,318,S2939,product_view,/product/296,2025-10-11 14:06:02,Mobile
961,357,S3327,page_view,/product/165,2025-09-30 04:00:11,Desktop
962,377,S2891,checkout,/product/459,2025-08-10 20:21:27,Mobile
963,422,S3378,checkout,/product/38,2025-07-26 07:59:51,Desktop
964,246,S1158,product_view,/product/102,2025-10-27 03:27:37,Mobile
965,24,S9563,add_to_cart,/product/458,2026-01-04 23:19:51,Desktop
966,145,S4471,page_view,/product/318,2025-05-18 01:33:08,Tablet
967,444,S4639,product_view,/product/148,2025-12-25 15:04:37,Tablet
968,438,S5797,page_view,/product/113,2025-11-24 15:27:32,Desktop
969,6,S5938,page_view,/product/379,2026-04-09 01:05:02,Mobile
970,308,S2222,page_view,/product/162,2026-02-23 00:54:22,Desktop
971,24,S3414,page_view,/product/189,2025-08-15 02:58:09,Desktop
972,194,S8803,add_to_cart,/product/391,2026-02-15 17:49:56,Tablet
973,282,S7359,add_to_cart,/product/207,2025-11-26 00:45:04,Tablet
974,407,S5015,product_view,/product/342,2025-08-27 17:53:44,Tablet
975,442,S6406,product_view,/product/159,2025-10-21 17:35:08,Tablet
976,47,S2531,page_view,/product/167,2026-05-10 00:30:22,Desktop
977,420,S2941,add_to_cart,/product/467,2025-12-13 06:56:17,Mobile
978,216,S5252,product_view,/product/252,2025-12-25 00:17:34,Tablet
979,420,S7954,page_view,/product/164,2025-10-04 16:42:29,Mobile
980,127,S6520,add_to_cart,/product/382,2025-05-28 04:11:13,Desktop
981,71,S9945,page_view,/product/464,2025-05-29 21:13:38,Mobile
982,465,S9072,add_to_cart,/product/414,2025-12-21 19:50:15,Desktop
983,69,S4837,add_to_cart,/product/392,2025-11-18 20:41:06,Tablet
984,255,S9301,page_view,/product/175,2026-02-12 22:16:52,Mobile
985,133,S3535,checkout,/product/438,2025-10-05 07:42:04,Tablet
986,24,S8567,product_view,/product/117,2025-06-28 03:04:05,Tablet
987,197,S1309,product_view,/product/152,2025-12-26 12:47:48,Mobile
988,223,S7058,add_to_cart,/product/217,2025-11-18 04:30:42,Mobile
989,240,S3315,page_view,/product/184,2026-02-07 08:12:02,Desktop
990,227,S2667,page_view,/product/236,2025-06-15 06:32:31,Desktop
991,32,S9192,checkout,/product/63,2025-07-09 08:39:03,Mobile
992,197,S5318,checkout,/product/273,2026-02-22 18:07:17,Tablet
993,386,S4766,checkout,/product/341,2026-02-23 04:26:46,Tablet
994,32,S4547,page_view,/product/250,2025-12-05 14:46:42,Mobile
995,158,S4739,page_view,/product/398,2026-04-13 22:01:42,Desktop
996,455,S8246,add_to_cart,/product/421,2026-03-02 16:13:58,Desktop
997,431,S5943,add_to_cart,/product/362,2026-03-13 15:53:33,Mobile
998,344,S3966,checkout,/product/26,2025-08-31 16:41:10,Desktop
999,289,S3830,add_to_cart,/product/133,2025-11-11 17:49:13,Mobile
1000,351,S9652,checkout,/product/76,2025-12-01 22:37:07,Mobile
1001,96,S9457,add_to_cart,/product/24,2025-06-14 13:29:56,Mobile
1002,214,S8022,add_to_cart,/product/70,2025-12-04 10:20:18,Desktop
1003,229,S7180,product_view,/product/74,2026-04-25 18:54:47,Mobile
1004,485,S2107,product_view,/product/483,2026-01-07 02:34:11,Mobile
1005,107,S9986,checkout,/product/244,2025-06-18 12:40:46,Mobile
1006,355,S3266,add_to_cart,/product/310,2025-08-18 10:01:16,Desktop
1007,112,S9667,checkout,/product/370,2025-11-14 15:52:03,Tablet
1008,428,S8785,page_view,/product/209,2026-01-15 02:30:12,Tablet
1009,356,S1494,add_to_cart,/product/265,2026-02-27 05:18:55,Tablet
1010,202,S4829,product_view,/product/30,2026-01-27 22:46:34,Tablet
1011,172,S7070,product_view,/product/133,2026-01-29 21:11:42,Desktop
1012,178,S1416,product_view,/product/243,2025-06-14 12:04:33,Desktop
1013,296,S7850,page_view,/product/490,2026-02-04 20:19:54,Mobile
1014,306,S8362,checkout,/product/488,2026-01-16 06:41:48,Mobile
1015,398,S1144,add_to_cart,/product/99,2025-12-10 13:58:55,Tablet
1016,336,S6270,checkout,/product/231,2026-03-21 03:06:52,Desktop
1017,378,S8760,checkout,/product/256,2025-12-26 06:49:42,Tablet
1018,174,S6640,add_to_cart,/product/82,2025-09-13 13:00:29,Mobile
1019,436,S2261,page_view,/product/124,2026-01-08 06:14:18,Tablet
1020,133,S3411,product_view,/product/245,2025-06-04 16:11:29,Desktop
1021,441,S7593,product_view,/product/234,2026-05-01 02:19:29,Tablet
1022,106,S3953,page_view,/product/362,2025-09-25 14:22:55,Desktop
1023,90,S3412,checkout,/product/53,2025-12-08 23:10:16,Desktop
1024,390,S2228,checkout,/product/426,2026-03-13 12:41:54,Mobile
1025,334,S9029,checkout,/product/311,2025-05-19 08:48:29,Desktop
1026,496,S9057,page_view,/product/217,2025-11-13 06:28:25,Desktop
1027,30,S5825,product_view,/product/316,2025-11-07 12:12:37,Tablet
1028,191,S2868,add_to_cart,/product/138,2025-11-30 06:39:58,Tablet
1029,207,S4812,page_view,/product/192,2026-05-02 01:20:42,Desktop
1030,482,S2696,checkout,/product/490,2025-11-13 09:51:45,Tablet
1031,5,S4396,product_view,/product/96,2025-12-24 02:02:38,Desktop
1032,461,S3952,checkout,/product/493,2026-02-24 03:56:49,Tablet
1033,407,S1227,page_view,/product/456,2025-09-20 22:14:02,Mobile
1034,95,S7512,add_to_cart,/product/254,2025-10-25 16:27:15,Desktop
1035,32,S7919,page_view,/product/445,2025-09-29 05:42:05,Desktop
1036,231,S8611,page_view,/product/472,2026-03-21 04:16:45,Desktop
1037,413,S2317,checkout,/product/474,2025-09-06 14:20:16,Desktop
1038,229,S1644,add_to_cart,/product/351,2025-09-04 11:55:04,Desktop
1039,482,S1539,add_to_cart,/product/299,2025-07-19 05:35:20,Desktop
1040,107,S4026,checkout,/product/428,2025-05-28 21:33:50,Mobile
1041,94,S5158,add_to_cart,/product/193,2026-02-09 02:38:45,Tablet
1042,115,S2853,checkout,/product/82,2026-05-08 14:01:13,Tablet
1043,143,S8267,checkout,/product/124,2026-01-02 06:40:32,Tablet
1044,3,S9846,product_view,/product/491,2026-03-02 05:26:58,Tablet
1045,17,S7515,add_to_cart,/product/134,2025-09-10 06:26:43,Desktop
1046,81,S6731,add_to_cart,/product/56,2026-02-21 12:10:01,Tablet
1047,310,S4587,product_view,/product/66,2026-03-16 01:13:51,Mobile
1048,359,S3588,checkout,/product/93,2025-12-20 02:25:22,Tablet
1049,441,S2425,product_view,/product/459,2025-08-24 07:48:20,Tablet
1050,61,S7350,product_view,/product/179,2025-06-08 00:45:17,Tablet
1051,25,S5890,checkout,/product/31,2026-01-14 13:48:04,Desktop
1052,426,S8052,checkout,/product/232,2025-11-14 22:28:31,Mobile
1053,331,S6425,product_view,/product/233,2025-12-25 16:57:54,Desktop
1054,284,S5976,add_to_cart,/product/106,2025-07-19 20:13:56,Tablet
1055,251,S5338,add_to_cart,/product/12,2025-12-23 15:44:30,Mobile
1056,371,S1009,checkout,/product/155,2025-06-04 05:25:54,Desktop
1057,215,S9112,add_to_cart,/product/386,2026-01-25 01:38:39,Mobile
1058,434,S1355,product_view,/product/23,2025-09-05 11:38:12,Tablet
1059,6,S2692,product_view,/product/305,2026-03-25 07:45:17,Desktop
1060,85,S4050,page_view,/product/463,2026-02-25 13:10:48,Mobile
1061,398,S5903,product_view,/product/318,2026-01-12 15:21:21,Desktop
1062,144,S5244,page_view,/product/300,2025-05-25 18:44:10,Desktop
1063,89,S3570,add_to_cart,/product/491,2025-09-03 13:36:55,Desktop
1064,127,S4379,product_view,/product/4,2025-11-19 10:35:31,Desktop
1065,126,S6857,page_view,/product/21,2025-06-16 05:21:00,Desktop
1066,415,S7131,add_to_cart,/product/177,2025-07-03 10:21:36,Desktop
1067,59,S4706,add_to_cart,/product/146,2025-11-27 12:47:49,Mobile
1068,408,S1547,product_view,/product/438,2025-06-14 00:42:28,Mobile
1069,298,S9262,add_to_cart,/product/356,2026-04-10 20:20:40,Desktop
1070,320,S4172,product_view,/product/99,2026-03-15 13:29:55,Desktop
1071,151,S5035,checkout,/product/471,2025-08-31 02:02:17,Desktop
1072,304,S7991,product_view,/product/4,2025-08-21 01:35:06,Tablet
1073,14,S6682,product_view,/product/63,2025-07-05 15:39:01,Desktop
1074,426,S5414,add_to_cart,/product/47,2026-01-09 07:57:03,Desktop
1075,451,S1942,checkout,/product/400,2025-09-01 07:08:52,Mobile
1076,385,S7435,add_to_cart,/product/465,2025-08-30 01:30:32,Tablet
1077,308,S3193,page_view,/product/61,2026-04-13 08:07:09,Desktop
1078,125,S9133,checkout,/product/102,2025-08-22 23:18:02,Desktop
1079,247,S8533,add_to_cart,/product/302,2025-05-20 16:40:52,Mobile
1080,143,S3622,page_view,/product/465,2026-02-27 02:55:13,Desktop
1081,197,S3986,add_to_cart,/product/329,2025-06-27 12:00:55,Desktop
1082,290,S4328,checkout,/product/176,2026-01-04 16:19:27,Tablet
1083,408,S2602,product_view,/product/93,2025-07-21 23:49:07,Mobile
1084,229,S2245,product_view,/product/52,2026-05-03 15:20:24,Mobile
1085,191,S4803,checkout,/product/66,2025-12-30 23:59:49,Mobile
1086,438,S5490,checkout,/product/164,2026-02-26 03:58:24,Desktop
1087,342,S9334,checkout,/product/129,2025-07-12 20:59:08,Mobile
1088,53,S3324,page_view,/product/456,2026-01-26 04:04:32,Tablet
1089,218,S2973,checkout,/product/415,2025-11-04 15:24:32,Desktop
1090,14,S1073,product_view,/product/338,2025-10-05 18:46:34,Tablet
1091,451,S9733,add_to_cart,/product/162,2026-03-24 21:55:14,Desktop
1092,139,S2000,product_view,/product/86,2025-07-22 07:08:25,Tablet
1093,55,S2028,add_to_cart,/product/354,2025-08-24 15:21:01,Desktop
1094,441,S6437,add_to_cart,/product/6,2026-03-15 01:59:11,Mobile
1095,49,S5438,product_view,/product/369,2026-02-11 07:59:41,Desktop
1096,52,S2721,add_to_cart,/product/122,2025-08-14 21:48:17,Tablet
1097,431,S1808,checkout,/product/249,2025-11-19 12:04:04,Tablet
1098,237,S3288,add_to_cart,/product/239,2025-07-24 09:33:48,Tablet
1099,499,S3078,add_to_cart,/product/355,2026-03-21 14:59:12,Tablet
1100,129,S3151,product_view,/product/498,2025-12-05 23:55:12,Desktop
1101,257,S9933,product_view,/product/363,2026-04-14 22:51:23,Mobile
1102,322,S6264,page_view,/product/303,2025-05-28 00:43:32,Desktop
1103,377,S1121,add_to_cart,/product/396,2025-09-25 07:52:28,Tablet
1104,248,S9071,page_view,/product/221,2025-06-16 22:58:42,Mobile
1105,325,S7262,product_view,/product/493,2025-07-10 12:27:08,Desktop
1106,451,S4841,product_view,/product/302,2026-01-01 11:10:22,Tablet
1107,286,S8045,add_to_cart,/product/49,2026-05-12 21:16:07,Mobile
1108,447,S1936,product_view,/product/175,2026-03-30 07:19:13,Mobile
1109,367,S9894,add_to_cart,/product/492,2025-07-14 01:05:04,Mobile
1110,141,S1939,add_to_cart,/product/326,2026-04-05 11:25:48,Tablet
1111,403,S6886,product_view,/product/425,2025-11-23 18:52:21,Tablet
1112,278,S3814,add_to_cart,/product/359,2026-03-03 12:32:36,Mobile
1113,364,S8828,product_view,/product/208,2025-10-22 13:15:10,Desktop
1114,10,S9321,add_to_cart,/product/204,2026-03-10 08:38:52,Mobile
1115,65,S3757,add_to_cart,/product/157,2025-10-10 23:40:29,Desktop
1116,442,S6224,add_to_cart,/product/42,2025-08-15 14:07:50,Tablet
1117,201,S3765,product_view,/product/89,2026-01-26 18:09:54,Desktop
1118,446,S6740,page_view,/product/387,2025-11-02 03:07:16,Desktop
1119,274,S4004,add_to_cart,/product/374,2026-02-21 03:06:06,Tablet
1120,479,S7647,product_view,/product/388,2026-01-17 18:55:34,Mobile
1121,229,S3819,checkout,/product/97,2025-07-19 03:29:33,Tablet
1122,390,S5127,product_view,/product/331,2025-08-05 01:37:37,Desktop
1123,47,S3777,product_view,/product/126,2025-12-25 13:23:20,Mobile
1124,45,S5709,product_view,/product/305,2026-02-24 09:02:28,Desktop
1125,404,S1220,checkout,/product/202,2026-04-07 02:45:08,Desktop
1126,426,S8264,page_view,/product/69,2025-09-26 04:38:18,Mobile
1127,205,S1004,add_to_cart,/product/471,2025-06-05 06:39:09,Mobile
1128,424,S1862,add_to_cart,/product/221,2026-01-19 14:36:25,Desktop
1129,95,S2093,checkout,/product/429,2025-08-25 20:38:39,Mobile
1130,332,S1644,page_view,/product/368,2026-03-04 13:55:13,Desktop
1131,315,S2226,page_view,/product/378,2026-03-29 10:52:56,Desktop
1132,295,S4598,product_view,/product/190,2025-06-29 05:26:44,Desktop
1133,276,S3910,product_view,/product/83,2025-06-04 13:51:05,Mobile
1134,429,S8596,page_view,/product/45,2025-07-19 06:26:55,Tablet
1135,114,S7263,page_view,/product/356,2025-11-11 09:13:56,Desktop
1136,215,S1348,product_view,/product/237,2025-10-17 00:52:14,Mobile
1137,338,S1610,add_to_cart,/product/205,2025-11-16 03:06:11,Mobile
1138,205,S2816,checkout,/product/426,2025-09-09 05:14:41,Desktop
1139,243,S8142,product_view,/product/201,2025-11-16 03:25:22,Mobile
1140,112,S9613,add_to_cart,/product/6,2026-02-28 22:55:36,Desktop
1141,294,S6334,product_view,/product/238,2026-03-03 09:26:08,Desktop
1142,103,S5446,checkout,/product/47,2026-05-08 10:14:35,Mobile
1143,423,S7973,product_view,/product/439,2025-12-07 23:45:13,Desktop
1144,345,S2823,product_view,/product/445,2025-08-13 22:10:51,Desktop
1145,403,S7723,page_view,/product/7,2025-10-09 16:17:58,Tablet
1146,480,S5243,add_to_cart,/product/365,2026-02-04 15:04:27,Desktop
1147,495,S8131,add_to_cart,/product/71,2026-02-13 05:02:28,Desktop
1148,367,S2624,checkout,/product/179,2025-10-13 16:01:12,Mobile
1149,461,S5713,page_view,/product/469,2025-11-15 11:47:42,Tablet
1150,101,S8532,product_view,/product/238,2025-08-25 04:08:36,Mobile
1151,338,S7362,add_to_cart,/product/245,2025-07-10 13:11:39,Mobile
1152,458,S1518,checkout,/product/440,2025-12-07 04:22:43,Tablet
1153,107,S5112,add_to_cart,/product/93,2026-04-18 03:52:34,Tablet
1154,500,S1737,add_to_cart,/product/451,2025-10-31 00:19:02,Mobile
1155,415,S2138,checkout,/product/168,2025-05-19 18:52:16,Mobile
1156,52,S9382,checkout,/product/11,2025-09-04 08:02:17,Desktop
1157,428,S9100,product_view,/product/89,2026-05-10 06:38:24,Mobile
1158,358,S3994,page_view,/product/452,2026-03-20 19:45:31,Desktop
1159,147,S4591,checkout,/product/158,2025-11-05 11:36:40,Mobile
1160,396,S5379,page_view,/product/394,2025-10-10 12:50:09,Mobile
1161,87,S4588,add_to_cart,/product/177,2026-02-02 16:18:59,Mobile
1162,400,S6492,product_view,/product/257,2025-09-14 18:43:51,Mobile
